"nba_year","nba_draft_Rk","nba_draft_Player","nba_draft_Pk","nba_draft_Tm","nba_draft_College","nba_draft_Yrs","nba_draft_ttl_G","nba_draft_ttl_MP","nba_draft_ttl_PTS","nba_draft_ttl_TRB","nba_draft_ttl_AST","nba_draft_FG","nba_draft__3P","nba_draft_FT","nba_draft_per_MP","nba_draft_per_PTS","nba_draft_per_TRB","nba_draft_per_AST","nba_draft_WS","nba_draft_WS48","nba_draft_BPM","nba_draft_VORP"
"1991","14","Rich King","14","SEA","Nebraska","4","72","309","135","74","21",".393",".000",".662","4.3","1.9","1.0","0.3","0.2",".036","-6.9","-0.4"
"1991","15","Anthony Avent","15","ATL","Seton Hall","6","352","6729","1958","1584","278",".403",".000",".686","19.1","5.6","4.5","0.8","0.3",".002","-5.7","-6.4"
"1991","16","Chris Gatling","16","GSW","Old Dominion","11","700","13760","7232","3741","461",".513",".249",".660","19.7","10.3","5.3","0.7","32.1",".112","-1.1","3.2"
"1991","17","Victor Alexander","17","GSW","Iowa State","5","286","5755","2542","1384","257",".518",".286",".634","20.1","8.9","4.8","0.9","8.8",".073","-2.2","-0.3"
"1991","18","Kevin Brooks","18","MIL","LA-Lafayette","3","126","1031","417","141","48",".401",".200",".859","8.2","3.3","1.1","0.4","-0.1","-.004","-5.9","-1.0"
"1991","19","LaBradford Smith","19","WSB","Louisville","3","183","3131","1218","271","394",".432",".298",".813","17.1","6.7","1.5","2.2","1.5",".024","-3.6","-1.2"
"1991","20","John Turner","20","HOU","Phillips University","1","42","345","117","78","12",".439","",".525","8.2","2.8","1.9","0.3","-0.1","-.021","-7.9","-0.5"
"1991","21","Eric Murdock","21","UTA","Providence","9","508","11882","5118","1261","2467",".438",".343",".786","23.4","10.1","2.5","4.9","25.6",".103","2.0","12.1"
"1991","22","LeRon Ellis","22","LAC","Syracuse","3","91","857","277","220","29",".433","",".613","9.4","3.0","2.4","0.3","1.2",".069","-3.5","-0.3"
"1991","23","Stanley Roberts","23","ORL","LSU","8","300","5869","2555","1549","189",".499",".000",".514","19.6","8.5","5.2","0.6","8.1",".066","-3.4","-2.0"
"1991","24","Rick Fox","24","BOS","UNC","13","930","23723","8966","3517","2649",".450",".349",".770","25.5","9.6","3.8","2.8","44.7",".090","0.0","11.7"
"1991","25","Shaun Vandiver","25","GSW","Colorado","","","","","","","","","","","","","","","","",""
"1991","26","Mark Randall","26","CHI","Kansas","4","127","883","332","160","56",".443",".154",".722","7.0","2.6","1.3","0.4","1.0",".054","-3.3","-0.3"
"1991","27","Pete Chilcutt","27","SAC","UNC","9","584","8394","2494","1935","488",".441",".381",".696","14.4","4.3","3.3","0.8","10.6",".060","-1.8","0.3"
"1991","28","Kevin Lynch","28","CHH","Minnesota","2","95","1143","310","120","108",".436",".333",".726","12.0","3.3","1.3","1.1","0.4",".016","-4.4","-0.7"
"1991","29","George Ackles","29","MIA","UNLV","","","","","","","","","","","","","","","","",""
"1991","30","Rodney Monroe","30","ATL","NC State","1","38","313","131","33","27",".368",".222",".826","8.2","3.4","0.9","0.7","-0.2","-.035","-5.3","-0.3"
"1991","31","Randy Brown","31","SAC","New Mexico State","12","655","11533","3148","1173","1420",".417",".200",".691","17.6","4.8","1.8","2.2","11.0",".046","-1.9","0.2"
"1991","32","Chad Gallagher","32","PHO","Creighton","1","2","3","6","0","0","1.000","","","1.5","3.0","0.0","0.0","0.1","1.442","30.1","0.0"
"1991","33","Donald Hodge","33","DAL","Temple","5","249","3501","1182","809","191",".437",".286",".711","14.1","4.7","3.2","0.8","1.8",".025","-4.2","-2.0"
"1991","34","Myron Brown","34","MIN","Slippery Rock University of Pennsylvania","1","4","23","9","3","6",".667",".333","","5.8","2.3","0.8","1.5","0.0",".032","-1.8","0.0"
"1991","35","Mike Iuzzolino","35","DAL","Saint Francis University","2","122","3049","1096","238","522",".457",".404",".798","25.0","9.0","2.0","4.3","3.7",".058","-1.9","0.1"
"1991","36","Chris Corchiani","36","ORL","NC State","3","112","1313","416","129","243",".421",".269",".816","11.7","3.7","1.2","2.2","1.6",".058","-1.8","0.1"
"1991","37","Elliot Perry","37","LAC","Memphis","10","549","9501","3449","742","1699",".459",".359",".783","17.3","6.3","1.4","3.1","14.0",".071","-0.5","3.6"
"1991","38","Joe Wylie","38","LAC","Miami (FL)","","","","","","","","","","","","","","","","",""
"1991","39","Jimmy Oliver","39","CLE","Purdue","5","78","856","331","80","55",".407",".340",".772","11.0","4.2","1.0","0.7","0.3",".018","-4.7","-0.6"
"1991","40","Doug Overton","40","DET","La Salle","11","499","7275","2253","654","1038",".412",".319",".816","14.6","4.5","1.3","2.1","2.5",".016","-3.9","-3.5"
"1991","41","Sean Green","41","IND","Iona College","3","84","671","352","85","45",".386",".246",".620","8.0","4.2","1.0","0.5","-1.3","-.095","-7.0","-0.8"
"1991","42","Steve Hood","42","SAC","James Madison University","","","","","","","","","","","","","","","","",""
"1991","43","Lamont Strothers","43","GSW","Christopher Newport University","2","13","155","60","15","14",".329",".133",".714","11.9","4.6","1.2","1.1","-0.5","-.142","-7.7","-0.2"
"1991","44","Alvaro Teheran","44","PHI","Houston","","","","","","","","","","","","","","","","",""
"1991","45","Bobby Phills","45","MIL","Southern University and A&M College","9","467","13426","5153","1469","1246",".443",".390",".738","28.7","11.0","3.1","2.7","27.2",".097","0.2","7.4"
"1991","46","Richard Dumas","46","PHO","Oklahoma State","3","102","2226","1080","351","111",".509",".231",".694","21.8","10.6","3.4","1.1","4.5",".097","-0.2","1.0"
"1991","47","Keith Hughes","47","HOU","Rutgers University","","","","","","","","","","","","","","","","",""
"1991","48","Isaac Austin","48","UTA","Arizona State","9","432","8350","3285","2030","538",".446",".176",".670","19.3","7.6","4.7","1.2","9.2",".053","-2.5","-1.0"
"1991","49","Greg Sutton","49","SAS","Oral Roberts","3","168","1946","761","153","284",".396",".361",".743","11.6","4.5","0.9","1.7","1.0",".024","-3.6","-0.8"
"1991","50","Joey Wright","50","PHO","Texas","","","","","","","","","","","","","","","","",""
"1991","51","Žan Tabak","51","HOU","","6","247","3607","1233","883","165",".506",".000",".525","14.6","5.0","3.6","0.7","2.4",".032","-4.9","-2.7"
"1991","52","Anthony Jones","52","LAL","Oral Roberts","","","","","","","","","","","","","","","","",""
"1991","53","Von McDade","53","NJN","UW-Milwaukee","","","","","","","","","","","","","","","","",""
"1991","54","Marcus Kennedy","54","POR","Eastern Michigan","","","","","","","","","","","","","","","","",""
"1992","1","Shaquille O'Neal","1","ORL","LSU","19","1207","41918","28596","13099","3026",".582",".045",".527","34.7","23.7","10.9","2.5","181.7",".208","5.1","75.5"
"1992","2","Alonzo Mourning","2","CHH","Georgetown","15","838","25975","14311","7137","946",".527",".247",".692","31.0","17.1","8.5","1.1","89.7",".166","2.2","27.6"
"1992","3","Christian Laettner","3","MIN","Duke","13","868","25760","11121","5806","2224",".480",".261",".820","29.7","12.8","6.7","2.6","64.9",".121","1.0","19.5"
"1992","4","Jim Jackson","4","DAL","Ohio State","14","885","29067","12690","4152","2851",".428",".365",".825","32.8","14.3","4.7","3.2","35.8",".059","-0.9","8.2"
"1992","5","LaPhonso Ellis","5","DEN","Notre Dame","11","624","17616","7410","4032","981",".452",".302",".730","28.2","11.9","6.5","1.6","32.8",".089","-1.0","4.6"
"1992","6","Tom Gugliotta","6","WSB","NC State","13","763","23556","9895","5589","2140",".451",".284",".757","30.9","13.0","7.3","2.8","40.2",".082","0.6","15.3"
"1992","7","Walt Williams","7","SAC","Maryland","11","708","18818","8385","2794","1637",".425",".379",".743","26.6","11.8","3.9","2.3","33.9",".087","0.5","11.7"
"1992","8","Todd Day","8","MIL","Arkansas","8","483","12214","5917","1649","713",".406",".345",".739","25.3","12.3","3.4","1.5","17.5",".069","-0.9","3.4"
"1992","9","Clarence Weatherspoon","9","PHI","University of Southern Mississippi","13","915","27736","10483","6846","1346",".471",".196",".743","30.3","11.5","7.5","1.5","58.4",".101","-0.3","11.8"
"1992","10","Adam Keefe","10","ATL","Stanford","9","617","10334","3107","2556","427",".502",".071",".714","16.7","5.0","4.1","0.7","24.9",".116","-1.3","1.7"
"1992","11","Robert Horry","11","HOU","Alabama","16","1107","27069","7715","5269","2343",".425",".341",".726","24.5","7.0","4.8","2.1","66.3",".118","1.9","26.4"
"1992","12","Harold Miner","12","MIA","USC","4","200","3748","1801","432","245",".460",".311",".785","18.7","9.0","2.2","1.2","4.2",".053","-3.0","-0.9"
"1992","13","Bryant Stith","13","DEN","Virginia","10","586","16417","5946","1983","1178",".424",".329",".841","28.0","10.1","3.4","2.0","29.5",".086","-0.8","4.9"
"1992","14","Malik Sealy","14","IND","St. John's","8","493","11720","4955","1585","816",".426",".292",".809","23.8","10.1","3.2","1.7","17.1",".070","-1.2","2.2"
"1992","15","Anthony Peeler","15","LAL","Missouri","13","827","20464","8017","2136","1956",".427",".384",".799","24.7","9.7","2.6","2.4","30.7",".072","-0.7","6.6"
"1992","16","Randy Woods","16","LAC","La Salle","4","151","1093","356","93","257",".340",".305",".683","7.2","2.4","0.6","1.7","0.6",".026","-1.5","0.1"
"1992","17","Doug Christie","17","SEA","Pepperdine","15","827","26079","9301","3382","2992",".426",".354",".821","31.5","11.2","4.1","3.6","55.7",".102","1.1","20.7"
"1992","18","Tracy Murray","18","SAS","UCLA","12","659","12103","5943","1649","508",".430",".388",".829","18.4","9.0","2.5","0.8","24.1",".096","-0.1","5.8"
"1992","19","Don MacLean","19","DET","UCLA","9","319","6679","3490","1210","404",".455",".284",".765","20.9","10.9","3.8","1.3","9.4",".067","-2.5","-0.9"
"1992","20","Hubert Davis","20","NYK","UNC","12","685","15143","5583","1045","1172",".458",".441",".837","22.1","8.2","1.5","1.7","27.7",".088","-0.9","4.2"
"1992","21","Jon Barry","21","BOS","Georgia Tech","14","821","13880","4715","1513","1784",".434",".392",".848","16.9","5.7","1.8","2.2","37.2",".129","1.8","13.4"
"1992","22","Oliver Miller","22","PHO","Arkansas","9","493","11338","3625","2893","1061",".534",".116",".639","23.0","7.4","5.9","2.2","21.1",".089","0.6","7.4"
"1992","23","Lee Mayberry","23","MIL","Arkansas","7","496","10337","2546","642","1767",".415",".377",".659","20.8","5.1","1.3","3.6","7.9",".036","-2.9","-2.3"
"1992","24","Latrell Sprewell","24","GSW","Alabama","13","913","35270","16712","3724","3664",".425",".337",".804","38.6","18.3","4.1","4.0","56.3",".077","0.4","21.0"
"1992","25","Elmore Spencer","25","LAC","UNLV","5","157","2641","923","555","109",".516",".000",".580","16.8","5.9","3.5","0.7","0.0",".001","-4.6","-1.7"
"1992","26","Dave Johnson","26","POR","Syracuse","2","59","475","204","64","17",".365",".200",".663","8.1","3.5","1.1","0.3","-0.3","-.032","-8.2","-0.7"
"1992","27","Byron Houston","27","CHI","Oklahoma State","4","214","2674","835","648","114",".456",".256",".676","12.5","3.9","3.0","0.5","3.9",".069","-3.9","-1.3"
"1992","28","Marlon Maxey","28","MIN","Texas-El Paso","2","98","1146","479","363","22",".542",".000",".685","11.7","4.9","3.7","0.2","2.6",".109","-3.0","-0.3"
"1992","29","P.J. Brown","29","NJN","Louisiana Tech","15","1089","33823","9870","8409","1661",".460",".136",".794","31.1","9.1","7.7","1.5","89.8",".128","0.0","17.4"
"1992","30","Sean Rooks","30","DAL","Arizona","12","749","13560","4676","2877","631",".459",".091",".699","18.1","6.2","3.8","0.8","16.2",".057","-2.9","-3.1"
"1992","31","Reggie Smith","31","POR","TCU","2","66","384","99","120","5",".394",".000",".404","5.8","1.5","1.8","0.1","0.4",".051","-5.1","-0.3"
"1992","32","Brent Price","32","WSB","Oklahoma","9","418","7007","2481","684","1236",".426",".387",".824","16.8","5.9","1.6","3.0","12.0",".082","-0.8","2.2"
"1992","33","Corey Williams","33","CHI","Oklahoma State","2","39","288","92","37","29",".367",".250",".826","7.4","2.4","0.9","0.7","0.2",".037","-5.6","-0.3"
"1992","34","Chris Smith","34","MIN","UConn","3","224","3956","1140","291","627",".435",".366",".713","17.7","5.1","1.3","2.8","3.2",".039","-2.3","-0.3"
"1992","35","Tony Bennett","35","CHH","Green Bay","3","152","1886","538","155","303",".412",".335",".732","12.4","3.5","1.0","2.0","1.6",".041","-2.7","-0.3"
"1992","36","Duane Cooper","36","LAL","USC","2","88","781","204","59","178",".402",".216",".720","8.9","2.3","0.7","2.0","-0.5","-.032","-6.1","-0.8"
"1992","37","Isaiah Morris","37","MIA","Arkansas","1","25","102","55","12","4",".456","",".750","4.1","2.2","0.5","0.2","0.0","-.022","-5.7","-0.1"
"1992","38","Elmer Bennett","38","ATL","Notre Dame","3","21","159","48","10","22",".340",".273",".722","7.6","2.3","0.5","1.0","-0.3","-.095","-6.9","-0.2"
"1992","39","Litterial Green","39","CHI","Georgia","5","148","1189","423","75","182",".420",".077",".665","8.0","2.9","0.5","1.2","1.6",".066","-2.4","-0.1"
"1992","40","Steve Rogers","40","NJN","Alabama State University","","","","","","","","","","","","","","","","",""
"1992","41","Popeye Jones","41","HOU","Murray State","11","535","12579","3726","3981","696",".447",".281",".751","23.5","7.0","7.4","1.3","22.0",".084","-2.6","-2.1"
"1992","42","Matt Geiger","42","MIA","Georgia Tech","10","552","12221","5059","3158","388",".499",".232",".728","22.1","9.2","5.7","0.7","28.4",".112","-1.8","0.6"
"1992","43","Sasha Danilović","43","GSW","","2","75","2331","957","182","149",".439",".379",".789","31.1","12.8","2.4","2.0","4.2",".087","-0.7","0.8"
"1992","44","Henry Williams","44","SAS","UNC Charlotte","","","","","","","","","","","","","","","","",""
"1992","45","Chris King","45","SEA","Wake Forest","3","103","2058","693","311","116",".423",".383",".633","20.0","6.7","3.0","1.1","1.0",".023","-2.8","-0.4"
"1992","46","Robert Werdann","46","DEN","St. John's","3","47","273","101","81","9",".378",".000",".574","5.8","2.1","1.7","0.2","0.1",".026","-6.3","-0.3"
"1992","47","Darren Morningstar","47","BOS","Pitt","1","23","367","96","81","15",".476","",".600","16.0","4.2","3.5","0.7","0.4",".048","-4.5","-0.2"
"1992","48","Brian Davis","48","PHO","Duke","1","68","374","131","55","22",".317",".333",".735","5.5","1.9","0.8","0.3","0.0",".000","-4.7","-0.3"
"1992","49","Ron Ellis","49","PHO","Louisiana Tech","","","","","","","","","","","","","","","","",""
"1992","50","Matt Fish","50","GSW","UNC Wilmington","3","50","512","177","110","25",".500",".000",".625","10.2","3.5","2.2","0.5","0.6",".058","-3.1","-0.1"
"1992","51","Tim Burroughs","51","MIN","Jacksonville University","","","","","","","","","","","","","","","","",""
"1992","52","Matt Steigenga","52","CHI","Michigan State","1","2","12","3","3","2",".250",".000",".500","6.0","1.5","1.5","1.0","0.0","-.126","-8.5","0.0"
"1992","53","Curtis Blair","53","HOU","Richmond","","","","","","","","","","","","","","","","",""
"1992","54","Brett Roberts","54","SAC","Morehead State University","","","","","","","","","","","","","","","","",""
"1993","1","Chris Webber","1","ORL","Michigan","15","831","30847","17182","8124","3526",".479",".299",".649","37.1","20.7","9.8","4.2","84.7",".132","3.4","42.1"
"1993","2","Shawn Bradley","2","PHI","BYU","12","832","19531","6752","5268","573",".457",".103",".716","23.5","8.1","6.3","0.7","40.7",".100","-0.2","8.9"
"1993","3","Anfernee Hardaway","3","GSW","Memphis","14","704","23711","10684","3146","3525",".458",".316",".774","33.7","15.2","4.5","5.0","61.9",".125","2.5","26.9"
"1993","4","Jamal Mashburn","4","DAL","Kentucky","11","611","22762","11644","3271","2414",".418",".345",".766","37.3","19.1","5.4","4.0","43.7",".092","0.3","13.4"
"1993","5","Isaiah Rider","5","MIN","UNLV","9","563","17851","9405","2166","1535",".443",".352",".812","31.7","16.7","3.8","2.7","22.8",".061","-1.0","4.5"
"1993","6","Calbert Cheaney","6","WSB","Indiana","13","825","22007","7826","2610","1398",".466",".298",".691","26.7","9.5","3.2","1.7","23.1",".050","-2.5","-2.9"
"1993","7","Bobby Hurley","7","SAC","Duke","5","269","4170","1032","283","880",".353",".272",".769","15.5","3.8","1.1","3.3","-1.2","-.014","-5.3","-3.5"
"1993","8","Vin Baker","8","MIL","University of Hartford","13","791","25737","11839","5867","1509",".485",".215",".638","32.5","15.0","7.4","1.9","47.0",".088","-1.2","5.4"
"1993","9","Rodney Rogers","9","DEN","Wake Forest","12","866","21873","9468","3881","1722",".451",".347",".690","25.3","10.9","4.5","2.0","38.8",".085","-0.3","9.7"
"1993","10","Lindsey Hunter","10","DET","Jackson State University","17","937","23253","7956","2021","2506",".388",".360",".746","24.8","8.5","2.2","2.7","32.9",".068","-0.4","9.4"
"1993","11","Allan Houston","11","DET","Tennessee","12","839","28311","14551","2434","1990",".444",".402",".863","33.7","17.3","2.9","2.4","55.3",".094","0.1","14.9"
"1993","12","George Lynch","12","LAL","UNC","12","774","17683","5109","3902","1121",".446",".306",".652","22.8","6.6","5.0","1.4","32.3",".088","-0.4","7.3"
"1993","13","Terry Dehere","13","LAC","Seton Hall","6","402","7305","3235","588","1034",".411",".378",".779","18.2","8.0","1.5","2.6","7.3",".048","-2.6","-1.1"
"1993","14","Scott Haskin","14","IND","Oregon State","1","27","186","55","55","6",".467","",".684","6.9","2.0","2.0","0.2","0.3",".087","-2.8","0.0"
"1993","15","Doug Edwards","15","ATL","Florida State","3","85","838","203","153","60",".378",".000",".709","9.9","2.4","1.8","0.7","0.2",".013","-4.8","-0.6"
"1993","16","Rex Walters","16","NJN","Kansas","7","335","4602","1547","403","569",".441",".361",".809","13.7","4.6","1.2","1.7","6.3",".066","-2.0","0.0"
"1993","17","Greg Graham","17","CHH","Indiana","5","207","2530","938","219","201",".407",".290",".775","12.2","4.5","1.1","1.0","1.3",".025","-3.8","-1.2"
"1993","18","Luther Wright","18","UTA","Seton Hall","1","15","92","19","10","0",".348",".000",".750","6.1","1.3","0.7","0.0","-0.1","-.064","-12.3","-0.2"
"1993","19","Acie Earl","19","BOS","Iowa","4","193","2512","980","517","61",".403",".000",".667","13.0","5.1","2.7","0.3","0.3",".005","-5.9","-2.5"
"1993","20","Scott Burrell","20","CHH","UConn","8","383","7592","2647","1332","527",".418",".373",".723","19.8","6.9","3.5","1.4","16.4",".104","0.7","5.2"
"1993","21","James Robinson","21","POR","Alabama","7","381","6935","2882","660","715",".394",".348",".666","18.2","7.6","1.7","1.9","5.8",".040","-2.0","0.0"
"1993","22","Chris Mills","22","CLE","Arizona","10","568","17282","6357","2808","1063",".432",".351",".817","30.4","11.2","4.9","1.9","37.7",".105","-0.5","6.8"
"1993","23","Ervin Johnson","23","SEA","New Orleans","13","845","16989","3473","5148","387",".505",".200",".605","20.1","4.1","6.1","0.5","37.8",".107","-1.4","2.6"
"1993","24","Sam Cassell","24","HOU","Florida State","15","993","29812","15635","3221","5939",".454",".331",".861","30.0","15.7","3.2","6.0","87.5",".141","1.8","28.8"
"1993","25","Corie Blount","25","CHI","Cincinnati","11","644","9925","2287","2690","460",".471",".115",".587","15.4","3.6","4.2","0.7","18.2",".088","-2.5","-1.1"
"1993","26","Geert Hammink","26","ORL","LSU","3","8","27","14","7","2",".400","",".667","3.4","1.8","0.9","0.3","0.1",".089","-3.7","0.0"
"1993","27","Malcolm Mackey","27","PHO","Georgia Tech","1","22","69","32","24","1",".378",".000",".500","3.1","1.5","1.1","0.0","0.1",".036","-8.7","-0.1"
"1993","28","Lucious Harris","28","DAL","Cal State Long Beach","12","800","15701","5784","1864","1130",".426",".348",".790","19.6","7.2","2.3","1.4","28.7",".088","-0.9","4.5"
"1993","29","Sherron Mills","29","MIN","Virginia Commonwealth","","","","","","","","","","","","","","","","",""
"1993","30","Gheorghe Mureșan","30","WSB","","6","307","6729","3020","1957","150",".573",".000",".644","21.9","9.8","6.4","0.5","19.0",".136","-0.3","2.9"
"1993","31","Evers Burns","31","SAC","Maryland","1","23","143","56","30","9",".400","",".522","6.2","2.4","1.3","0.4","0.1",".020","-5.5","-0.1"
"1993","32","Alphonso Ford","32","PHI","Mississippi Valley State University","2","11","114","35","20","10",".308",".100",".500","10.4","3.2","1.8","0.9","-0.4","-.153","-8.4","-0.2"
"1993","33","Eric Riley","33","DAL","Michigan","5","186","1844","574","479","60",".456",".000",".704","9.9","3.1","2.6","0.3","2.5",".066","-3.8","-0.9"
"1993","34","Darnell Mee","34","GSW","Western Kentucky","2","40","293","76","36","18",".312",".222",".444","7.3","1.9","0.9","0.5","-0.1","-.020","-2.8","-0.1"
"1993","35","Ed Stokes","35","MIA","Arizona","1","4","17","3","4","1",".333","",".500","4.3","0.8","1.0","0.3","0.0","-.077","-7.6","0.0"
"1993","36","John Best","36","NJN","Tennessee Technological University","","","","","","","","","","","","","","","","",""
"1993","37","Nick Van Exel","37","LAL","Cincinnati","13","880","28969","12658","2545","5777",".405",".357",".794","32.9","14.4","2.9","6.6","55.9",".093","0.4","17.7"
"1993","38","Conrad McRae","38","WSB","Syracuse","","","","","","","","","","","","","","","","",""
"1993","39","Thomas Hill","39","IND","Duke","","","","","","","","","","","","","","","","",""
"1993","40","Rich Manning","40","ATL","Washington","2","55","512","182","94","10",".415",".400",".643","9.3","3.3","1.7","0.2","-0.3","-.028","-8.3","-0.8"
"1993","41","Anthony Reed","41","CHI","Tulane","","","","","","","","","","","","","","","","",""
"1993","42","Adonis Jordan","42","SEA","Kansas","2","10","97","21","6","22",".296",".250",".500","9.7","2.1","0.6","2.2","0.0","-.015","-2.9","0.0"
"1993","43","Josh Grant","43","DEN","Utah","1","53","382","157","89","24",".404",".279",".759","7.2","3.0","1.7","0.5","0.5",".060","-2.3","0.0"
"1993","44","Alex Holcombe","44","SAC","Baylor","","","","","","","","","","","","","","","","",""
"1993","45","Bryon Russell","45","UTA","Cal State Long Beach","13","841","19805","6663","2914","1085",".431",".369",".750","23.5","7.9","3.5","1.3","47.4",".115","0.3","11.8"
"1993","46","Richard Petruška","46","HOU","UCLA","1","22","92","53","31","1",".435",".467",".750","4.2","2.4","1.4","0.0","0.0","-.014","-8.2","-0.1"
"1993","47","Chris Whitney","47","SAS","Clemson","11","579","10052","3738","815","1613",".395",".361",".875","17.4","6.5","1.4","2.8","21.2",".101","-0.2","4.6"
"1993","48","Kevin Thompson","48","POR","NC State","1","14","58","13","13","3",".429",".000",".500","4.1","0.9","0.9","0.2","0.0","-.016","-8.1","-0.1"
"1993","49","Mark Buford","49","PHO","Mississippi Valley State University","","","","","","","","","","","","","","","","",""
"1993","50","Marcelo Nicola","50","HOU","","","","","","","","","","","","","","","","","",""
"1993","51","Spencer Dunkley","51","IND","University of Delaware","","","","","","","","","","","","","","","","",""
"1993","52","Mike Peplowski","52","SAC","Michigan State","3","68","705","194","176","26",".556",".000",".531","10.4","2.9","2.6","0.4","1.0",".067","-4.5","-0.4"
"1993","53","Leonard White","53","LAC","Southern University and A&M College","","","","","","","","","","","","","","","","",""
"1993","54","Byron Wilson","54","PHO","Utah","","","","","","","","","","","","","","","","",""
"1994","1","Glenn Robinson","1","MIL","Purdue","11","688","25346","14234","4189","1879",".459",".340",".820","36.8","20.7","6.1","2.7","39.8",".075","0.1","13.5"
"1994","2","Jason Kidd","2","DAL","California","19","1391","50111","17529","8725","12091",".400",".349",".785","36.0","12.6","6.3","8.7","138.6",".133","3.8","73.4"
"1994","3","Grant Hill","3","DET","Duke","18","1026","34776","17137","6169","4252",".483",".314",".769","33.9","16.7","6.0","4.1","99.9",".138","3.0","43.6"
"1994","4","Donyell Marshall","4","MIN","UConn","15","957","25027","10716","6376","1305",".435",".350",".731","26.2","11.2","6.7","1.4","59.0",".113","1.1","19.8"
"1994","5","Juwan Howard","5","WSB","Michigan","19","1208","36654","16159","7428","2663",".469",".120",".764","30.3","13.4","6.1","2.2","59.4",".078","-1.6","3.8"
"1994","6","Sharone Wright","6","PHI","Clemson","4","203","4531","1974","1023","118",".456",".083",".618","22.3","9.7","5.0","0.6","1.4",".015","-4.8","-3.2"
"1994","7","Lamond Murray","7","LAC","California","11","736","18477","8286","3033","978",".430",".360",".759","25.1","11.3","4.1","1.3","19.8",".052","-1.2","4.0"
"1994","8","Brian Grant","8","SAC","Xavier","12","756","21417","7933","5622","923",".490",".214",".746","28.3","10.5","7.4","1.2","54.5",".122","-0.8","6.3"
"1994","9","Eric Montross","9","BOS","UNC","8","465","8479","2071","2159","207",".490",".000",".478","18.2","4.5","4.6","0.4","8.5",".048","-4.4","-5.2"
"1994","10","Eddie Jones","10","LAL","Temple","14","954","32778","14155","3857","2812",".437",".373",".809","34.4","14.8","4.0","2.9","100.6",".147","3.1","42.3"
"1994","11","Carlos Rogers","11","SEA","Tennessee State","8","298","5654","2196","1272","182",".536",".258",".562","19.0","7.4","4.3","0.6","11.1",".095","-1.0","1.4"
"1994","12","Khalid Reeves","12","MIA","Arizona","6","277","5837","2167","580","886",".416",".363",".744","21.1","7.8","2.1","3.2","8.4",".069","-1.3","1.0"
"1994","13","Jalen Rose","13","DEN","Michigan","13","923","27925","13220","3193","3527",".443",".355",".801","30.3","14.3","3.5","3.8","47.2",".081","-0.2","12.3"
"1994","14","Yinka Dare","14","NJN","George Washington","4","110","1002","233","281","4",".396","",".570","9.1","2.1","2.6","0.0","-0.7","-.033","-8.4","-1.6"
"1994","15","Eric Piatkowski","15","IND","Nebraska","14","789","14613","5919","1716","778",".434",".399",".839","18.5","7.5","2.2","1.0","31.0",".102","0.2","7.9"
"1994","16","Clifford Rozier","16","GSW","Louisville","4","173","2984","827","897","98",".496",".182",".465","17.2","4.8","5.2","0.6","3.9",".063","-3.5","-1.1"
"1994","17","Aaron McKie","17","POR","Temple","13","793","19156","5871","2587","2126",".438",".350",".779","24.2","7.4","3.3","2.7","40.0",".100","0.7","12.9"
"1994","18","Eric Mobley","18","MIL","Pitt","3","113","1570","440","351","57",".541",".750",".475","13.9","3.9","3.1","0.5","1.1",".034","-4.3","-0.9"
"1994","19","Tony Dumas","19","DAL","Missouri-Kansas City","4","156","2222","1140","198","186",".404",".327",".608","14.2","7.3","1.3","1.2","1.3",".027","-3.3","-0.7"
"1994","20","B.J. Tyler","20","PHI","Texas","1","55","809","195","62","174",".381",".314",".700","14.7","3.5","1.1","3.2","-0.7","-.039","-5.0","-0.6"
"1994","21","Dickey Simpkins","21","CHI","Providence","7","327","5201","1388","1187","305",".440",".222",".618","15.9","4.2","3.6","0.9","4.7",".044","-4.5","-3.3"
"1994","22","Bill Curley","22","SAS","Boston College","5","147","1614","394","290","60",".444",".222",".743","11.0","2.7","2.0","0.4","1.6",".047","-5.3","-1.3"
"1994","23","Wesley Person","23","PHO","Auburn","11","733","20727","8192","2402","1234",".457",".418",".778","28.3","11.2","3.3","1.7","44.0",".102","0.9","15.2"
"1994","24","Monty Williams","24","NYK","Notre Dame","9","456","7624","2884","1296","544",".481",".111",".665","16.7","6.3","2.8","1.2","11.4",".072","-1.8","0.3"
"1994","25","Greg Minor","25","LAC","Louisville","5","277","5144","1902","741","384",".478",".226",".767","18.6","6.9","2.7","1.4","8.2",".077","-1.5","0.7"
"1994","26","Charlie Ward","26","NYK","Florida State","11","630","14080","3947","1648","2539",".408",".364",".771","22.3","6.3","2.6","4.0","33.0",".113","2.1","14.5"
"1994","27","Brooks Thompson","27","ORL","Oklahoma State","4","168","1714","760","158","281",".409",".376",".647","10.2","4.5","0.9","1.7","2.0",".057","-1.5","0.2"
"1994","28","Deon Thomas","28","DAL","Illinois","","","","","","","","","","","","","","","","",""
"1994","29","Antonio Lang","29","PHO","Duke","6","143","1395","329","210","50",".455",".000",".719","9.8","2.3","1.5","0.3","1.7",".057","-3.8","-0.6"
"1994","30","Howard Eisley","30","MIN","Boston College","12","786","16013","5116","1324","2748",".407",".350",".827","20.4","6.5","1.7","3.5","19.5",".058","-1.7","1.3"
"1994","31","Rodney Dent","31","ORL","Kentucky","","","","","","","","","","","","","","","","",""
